Order method type,Retailer type,Product line,Revenue,Date
Sales visit,Department,Personal,0.0088242,2012-06-30
Sales visit,Department,Personal,0.00571053,2012-06-30
Sales visit,Department,Personal,0.01064724,2012-06-30
Sales visit,Department,Golf,0.0244205,2012-06-30
Sales visit,Department,Golf,0.01026189,2012-06-30
Sales visit,Department,Golf,0.02360081,2012-06-30
E-mail,Department,Camping,0.00696195,2012-06-30
E-mail,Department,Camping,0.05145822,2012-06-30
E-mail,Department,Camping,0.00282533,2012-06-30
E-mail,Department,Camping,0.09623225,2012-06-30
E-mail,Department,Camping,0,2012-06-30
E-mail,Department,Camping,0.01092744,2012-06-30
E-mail,Department,Camping,0.010909819999999999,2012-06-30
E-mail,Department,Camping,0.06597187,2012-06-30
E-mail,Department,Camping,0.14803885,2012-06-30
E-mail,Department,Camping,0.15602895,2012-06-30
E-mail,Department,Camping,0.06646745,2012-06-30
E-mail,Department,Camping,0.003969,2012-06-30
E-mail,Department,Camping,0.03251712,2012-06-30
E-mail,Department,Camping,0.033538860000000004,2012-06-30
E-mail,Department,Camping,0.03812881,2012-06-30
E-mail,Department,Camping,0.0138746,2012-06-30
E-mail,Department,Camping,0.04576586,2012-06-30
E-mail,Department,Camping,0.0229755,2012-06-30
E-mail,Department,Camping,0.09083411999999999,2012-06-30
E-mail,Department,Camping,0.15931477,2012-06-30
E-mail,Department,Camping,0.05048622,2012-06-30
E-mail,Department,Camping,0.10874766000000001,2012-06-30
E-mail,Department,Camping,0.00812511,2012-06-30
E-mail,Department,Camping,0.0118026,2012-06-30
E-mail,Department,Camping,0.02240748,2012-06-30
E-mail,Department,Camping,0.00764525,2012-06-30
E-mail,Department,Camping,0.0075147,2012-06-30
E-mail,Department,Camping,0.00385613,2012-06-30
E-mail,Department,Camping,0.02231575,2012-06-30
E-mail,Department,Camping,0.00432308,2012-06-30
E-mail,Department,Personal,0.0104645,2012-06-30
E-mail,Department,Personal,0.006318,2012-06-30
E-mail,Department,Personal,0.00884677,2012-06-30
E-mail,Department,Personal,0.0059551000000000005,2012-06-30
E-mail,Department,Personal,0.01321452,2012-06-30
E-mail,Department,Personal,0.00638,2012-06-30
E-mail,Department,Personal,0.00553632,2012-06-30
E-mail,Department,Personal,0.0053841,2012-06-30
E-mail,Department,Personal,0.03602508,2012-06-30
E-mail,Department,Personal,0.0334059,2012-06-30
E-mail,Department,Personal,0.00667569,2012-06-30
E-mail,Department,Personal,0.029008529999999998,2012-06-30
E-mail,Department,Golf,0.02210034,2012-06-30
E-mail,Department,Golf,0.0294408,2012-06-30
E-mail,Department,Golf,0.01817088,2012-06-30
E-mail,Department,Golf,0.04934675,2012-06-30
E-mail,Department,Golf,0.02069064,2012-06-30
E-mail,Department,Golf,0.0475412,2012-06-30
E-mail,Department,Golf,0.00560985,2012-06-30
E-mail,Department,Golf,0.010307,2012-06-30
E-mail,Outdoors,Camping,0.01078632,2012-06-30
E-mail,Outdoors,Camping,0,2012-06-30
E-mail,Outdoors,Camping,0,2012-06-30
E-mail,Outdoors,Camping,0.00273186,2012-06-30
E-mail,Outdoors,Camping,0.01178158,2012-06-30
E-mail,Outdoors,Camping,0.006029100000000001,2012-06-30
E-mail,Outdoors,Camping,0.22141892000000002,2012-06-30
E-mail,Outdoors,Camping,0.01171602,2012-06-30
E-mail,Outdoors,Camping,0.04137218,2012-06-30
E-mail,Outdoors,Camping,0.03506409,2012-06-30
E-mail,Outdoors,Camping,4.9266e-4,2012-06-30
E-mail,Outdoors,Camping,0.0035761,2012-06-30
E-mail,Outdoors,Mountaineering,0.0224096,2012-06-30
E-mail,Outdoors,Mountaineering,0.0076798000000000005,2012-06-30
E-mail,Outdoors,Mountaineering,0.020855040000000002,2012-06-30
E-mail,Outdoors,Mountaineering,0.0189168,2012-06-30
E-mail,Outdoors,Mountaineering,0.01516408,2012-06-30
E-mail,Outdoors,Mountaineering,0.0080652,2012-06-30
E-mail,Outdoors,Mountaineering,0.0179916,2012-06-30
E-mail,Outdoors,Mountaineering,0.002112,2012-06-30
E-mail,Outdoors,Mountaineering,0.00642432,2012-06-30
E-mail,Outdoors,Mountaineering,0.0089488,2012-06-30
E-mail,Outdoors,Mountaineering,0.00711398,2012-06-30
E-mail,Outdoors,Mountaineering,0.00397458,2012-06-30
E-mail,Outdoors,Mountaineering,0.0070418,2012-06-30
E-mail,Outdoors,Mountaineering,0.00495088,2012-06-30
E-mail,Outdoors,Mountaineering,0.0017816400000000001,2012-06-30
E-mail,Outdoors,Mountaineering,0.0126336,2012-06-30
E-mail,Outdoors,Mountaineering,0.00909678,2012-06-30
E-mail,Outdoors,Mountaineering,0.00499715,2012-06-30
E-mail,Outdoors,Mountaineering,0.0051744,2012-06-30
E-mail,Outdoors,Mountaineering,0.0157528,2012-06-30
E-mail,Outdoors,Mountaineering,0.0185744,2012-06-30
E-mail,Outdoors,Personal,0.0032572,2012-06-30
E-mail,Outdoors,Personal,0.0018308399999999998,2012-06-30
E-mail,Outdoors,Personal,0.003955,2012-06-30
E-mail,Outdoors,Personal,0.0026894,2012-06-30
E-mail,Outdoors,Personal,0.0057109,2012-06-30
E-mail,Outdoors,Personal,0.0102198,2012-06-30
E-mail,Outdoors,Personal,0.00121,2012-06-30
E-mail,Outdoors,Personal,0.0014343,2012-06-30
E-mail,Outdoors,Personal,0.01963038,2012-06-30
E-mail,Outdoors,Personal,0.01048733,2012-06-30
E-mail,Outdoors,Personal,0.01507634,2012-06-30
E-mail,Outdoors,Personal,0.0053448,2012-06-30
E-mail,Outdoors,Personal,0.011381549999999999,2012-06-30
E-mail,Outdoors,Personal,0.0085855,2012-06-30
E-mail,Outdoors,Personal,0.012728680000000001,2012-06-30
E-mail,Outdoors,Personal,0.01318278,2012-06-30
Web,Department,Personal,0.056575,2012-06-30
Web,Department,Personal,0.139888,2012-06-30
Web,Department,Personal,0.002694,2012-06-30
Web,Department,Personal,0.0039512,2012-06-30
Web,Department,Personal,0.057196,2012-06-30
Web,Department,Personal,0.1285586,2012-06-30
Web,Department,Personal,0.093911,2012-06-30
Web,Department,Personal,0.025163099999999997,2012-06-30
Web,Department,Personal,0.0513655,2012-06-30
Web,Department,Personal,0.13122355,2012-06-30
Web,Department,Personal,0.02875405,2012-06-30
Web,Department,Personal,0.09040595,2012-06-30
Web,Department,Personal,0.02748,2012-06-30
Web,Department,Personal,0.0933065,2012-06-30
Web,Department,Personal,0.034070699999999995,2012-06-30
Web,Department,Personal,0.017334,2012-06-30
Web,Department,Personal,0.01771,2012-06-30
Web,Department,Personal,0.03104,2012-06-30
Web,Department,Personal,0.00438,2012-06-30
Web,Department,Personal,0.017612,2012-06-30
Web,Department,Personal,0.004296,2012-06-30
Web,Outdoors,Camping,0.00547688,2012-06-30
Web,Outdoors,Camping,0.00266737,2012-06-30
Web,Outdoors,Camping,0.02678684,2012-06-30
Web,Outdoors,Camping,0.0286559,2012-06-30
Web,Outdoors,Camping,0.02127564,2012-06-30
Web,Outdoors,Camping,0.00844512,2012-06-30
Web,Outdoors,Camping,0.02523464,2012-06-30
Web,Outdoors,Camping,0.07277516,2012-06-30
Web,Outdoors,Camping,0.0394779,2012-06-30
Web,Outdoors,Camping,0.01900175,2012-06-30
Web,Outdoors,Camping,0.03160097,2012-06-30
Web,Outdoors,Camping,0.00450576,2012-06-30
Web,Outdoors,Camping,0.0034043000000000003,2012-06-30
Web,Outdoors,Camping,0.0074443,2012-06-30
Web,Outdoors,Mountaineering,0.0114304,2012-06-30
Web,Outdoors,Mountaineering,0.012859200000000001,2012-06-30
Web,Outdoors,Mountaineering,0.06321684,2012-06-30
Web,Outdoors,Mountaineering,0.053507519999999996,2012-06-30
Web,Outdoors,Mountaineering,0.04055348,2012-06-30
Web,Outdoors,Mountaineering,0.014786200000000001,2012-06-30
Web,Outdoors,Mountaineering,0.037327400000000004,2012-06-30
Web,Outdoors,Mountaineering,0.0091707,2012-06-30
Web,Outdoors,Mountaineering,0.0115044,2012-06-30
Web,Outdoors,Mountaineering,0.016121,2012-06-30
Web,Outdoors,Mountaineering,0.01478086,2012-06-30
Web,Outdoors,Mountaineering,0.007804,2012-06-30
Web,Outdoors,Mountaineering,0.013775200000000001,2012-06-30
Web,Outdoors,Mountaineering,0.0089476,2012-06-30
Web,Outdoors,Mountaineering,0.00345744,2012-06-30
Web,Outdoors,Mountaineering,0.023161599999999997,2012-06-30
Web,Outdoors,Mountaineering,0.016088520000000002,2012-06-30
Web,Outdoors,Mountaineering,0.00864213,2012-06-30
Web,Outdoors,Mountaineering,0.009094399999999999,2012-06-30
Web,Outdoors,Mountaineering,0.028983599999999998,2012-06-30
Web,Outdoors,Mountaineering,0.039780800000000005,2012-06-30
Web,Outdoors,Personal,0.00317339,2012-06-30
Web,Outdoors,Personal,0.140525,2012-06-30
Web,Outdoors,Personal,0.194517,2012-06-30
Web,Outdoors,Personal,0.0285312,2012-06-30
Web,Outdoors,Personal,0.0055227,2012-06-30
Web,Outdoors,Personal,0.171788,2012-06-30
Web,Outdoors,Personal,0.1393404,2012-06-30
Web,Outdoors,Personal,0.013075,2012-06-30
Web,Outdoors,Personal,0.05577,2012-06-30
Web,Outdoors,Personal,0.0405,2012-06-30
Web,Outdoors,Personal,0.0207969,2012-06-30
Web,Outdoors,Personal,0.1691487,2012-06-30
Web,Outdoors,Personal,0.12793805,2012-06-30
Web,Outdoors,Personal,0.080197,2012-06-30
Web,Outdoors,Personal,0.15039914999999998,2012-06-30
Web,Outdoors,Personal,0.151922,2012-06-30
Web,Outdoors,Personal,0.1032659,2012-06-30
Web,Outdoors,Personal,0.262249,2012-06-30
Web,Outdoors,Personal,0.067068,2012-06-30
Web,Outdoors,Personal,0.052626,2012-06-30
Web,Outdoors,Personal,0.00484407,2012-06-30
Web,Outdoors,Personal,0.01507634,2012-06-30
Web,Outdoors,Personal,0.0060738,2012-06-30
Web,Outdoors,Personal,0.0190076,2012-06-30
Web,Outdoors,Personal,0.00721182,2012-06-30
Web,Outdoors,Personal,0.00528,2012-06-30
Web,Outdoors,Personal,0.0832,2012-06-30
Web,Outdoors,Personal,0.01419684,2012-06-30
Web,Outdoors,Personal,0.02044,2012-06-30
Web,Outdoors,Personal,0.027608,2012-06-30
Web,Outdoors,Personal,0.02262,2012-06-30
Web,Outdoors,Personal,0.028282,2012-06-30
Web,Sports,Camping,0.01962432,2012-06-30
Web,Sports,Camping,0.012914370000000001,2012-06-30
Web,Sports,Camping,0.01209662,2012-06-30
Web,Sports,Camping,0.022857119999999998,2012-06-30
Web,Sports,Camping,0.09108917999999999,2012-06-30
Web,Sports,Camping,0.04342992,2012-06-30
Web,Sports,Camping,0.0342384,2012-06-30
Web,Sports,Camping,0.026344029999999997,2012-06-30
Web,Sports,Camping,0.0173691,2012-06-30
Web,Sports,Camping,0.28808663,2012-06-30
Web,Sports,Camping,0.09238784,2012-06-30
Web,Sports,Camping,0.16040870999999998,2012-06-30
Web,Sports,Camping,0.12282713,2012-06-30
Web,Sports,Camping,0.009728,2012-06-30
Web,Sports,Camping,0.07880942,2012-06-30
Web,Sports,Camping,0.08500852,2012-06-30
Web,Sports,Camping,0.13786362,2012-06-30
Web,Sports,Camping,0.04601652,2012-06-30
Web,Sports,Camping,0.07488997,2012-06-30
Web,Sports,Camping,0.04124876,2012-06-30
Web,Sports,Camping,0.020795880000000003,2012-06-30
Web,Sports,Camping,0.00718365,2012-06-30
Web,Sports,Camping,0.00933758,2012-06-30
Web,Sports,Camping,0.0078532,2012-06-30
Web,Sports,Camping,0.002086,2012-06-30
Web,Sports,Camping,0.01879936,2012-06-30
Web,Sports,Camping,0.018065619999999998,2012-06-30
Web,Sports,Camping,0.0108135,2012-06-30
Web,Sports,Camping,0.0216154,2012-06-30
Web,Sports,Personal,0.01062804,2012-06-30
Web,Sports,Personal,0.01260459,2012-06-30
Web,Sports,Personal,0.00934068,2012-06-30
Web,Sports,Personal,0.0026894,2012-06-30
Web,Sports,Personal,0.061174,2012-06-30
Web,Sports,Personal,0.13298,2012-06-30
Web,Sports,Personal,0.0322772,2012-06-30
Web,Sports,Personal,0.0198458,2012-06-30
Web,Sports,Personal,0.124032,2012-06-30
Web,Sports,Personal,0.13680620000000002,2012-06-30
Web,Sports,Personal,0.036283800000000005,2012-06-30
Web,Sports,Personal,0.02225912,2012-06-30
Web,Sports,Personal,0.0116534,2012-06-30
Web,Sports,Personal,0.009688559999999999,2012-06-30
Web,Sports,Personal,0.0015299200000000002,2012-06-30
Web,Sports,Personal,0.0020762,2012-06-30
Web,Sports,Personal,0.038325,2012-06-30
Web,Sports,Personal,0.034431699999999996,2012-06-30
Web,Sports,Personal,0.0907297,2012-06-30
Web,Sports,Personal,0.05214415,2012-06-30
Web,Sports,Personal,0.065689,2012-06-30
Web,Sports,Personal,0.0522395,2012-06-30
Web,Sports,Personal,0.151669,2012-06-30
Web,Sports,Personal,0.0545755,2012-06-30
Web,Sports,Personal,0.1916454,2012-06-30
Web,Sports,Personal,0.012555,2012-06-30
Web,Sports,Personal,0.020737150000000003,2012-06-30
Web,Sports,Personal,0.02020096,2012-06-30
Web,Sports,Personal,0.010960319999999999,2012-06-30
Web,Sports,Personal,0.052767190000000005,2012-06-30
Web,Sports,Personal,0.0129297,2012-06-30
Web,Sports,Personal,0.02190105,2012-06-30
Web,Sports,Personal,0.0075254,2012-06-30
Web,Sports,Personal,0.020252,2012-06-30
Web,Sports,Personal,0.014152709999999999,2012-06-30
Web,Sports,Personal,0.018782939999999998,2012-06-30
Web,Sports,Personal,0.006868399999999999,2012-06-30
Web,Sports,Personal,0.01228316,2012-06-30
Web,Sports,Personal,0.02112,2012-06-30
Web,Sports,Personal,0.016997099999999998,2012-06-30
Web,Sports,Personal,0.010266319999999999,2012-06-30
Web,Sports,Personal,0.02457952,2012-06-30
Web,Sports,Personal,0.004015,2012-06-30
Web,Sports,Personal,0.017136,2012-06-30
Web,Sports,Golf,0.08640917999999999,2012-06-30
Web,Sports,Golf,0.05909322,2012-06-30
Web,Sports,Golf,0.06016896,2012-06-30
Web,Sports,Golf,0.1015597,2012-06-30
Web,Sports,Golf,0.1275768,2012-06-30
Web,Sports,Golf,0.07285398,2012-06-30
Web,Sports,Golf,0.044730370000000005,2012-06-30
Web,Sports,Golf,0.048552,2012-06-30
Web,Sports,Golf,0.03061881,2012-06-30
Web,Sports,Golf,0.00983549,2012-06-30
Web,Sports,Golf,0.02252316,2012-06-30
Web,Sports,Golf,0.02329382,2012-06-30
Web,Sports,Golf,0.02199346,2012-06-30
Sales visit,Outdoors,Camping,0.01390346,2012-06-30
Sales visit,Outdoors,Camping,0.00285046,2012-06-30
Sales visit,Outdoors,Camping,0.07938294,2012-06-30
Sales visit,Outdoors,Camping,0.02253084,2012-06-30
Sales visit,Outdoors,Camping,0.01440866,2012-06-30
Sales visit,Outdoors,Camping,0.04073024,2012-06-30
Sales visit,Outdoors,Camping,0.026335479999999998,2012-06-30
Sales visit,Outdoors,Camping,0.13632881,2012-06-30
Sales visit,Outdoors,Camping,0.045459400000000004,2012-06-30
Sales visit,Outdoors,Camping,0.07488997,2012-06-30
Sales visit,Outdoors,Camping,0.00337545,2012-06-30
Sales visit,Outdoors,Camping,0.0037665,2012-06-30
Sales visit,Outdoors,Camping,0.0096134,2012-06-30
Sales visit,Outdoors,Mountaineering,0.0111296,2012-06-30
Sales visit,Outdoors,Mountaineering,0.0066082,2012-06-30
Sales visit,Outdoors,Mountaineering,0.01314684,2012-06-30
Sales visit,Outdoors,Mountaineering,0.0080041,2012-06-30
Sales visit,Outdoors,Mountaineering,0.021610599999999997,2012-06-30
Sales visit,Outdoors,Mountaineering,0.006705600000000001,2012-06-30
Sales visit,Outdoors,Mountaineering,0.01419132,2012-06-30
Sales visit,Outdoors,Mountaineering,0.021187599999999997,2012-06-30
Sales visit,Outdoors,Mountaineering,0.017619080000000002,2012-06-30
Sales visit,Outdoors,Mountaineering,0.00926829,2012-06-30
Sales visit,Outdoors,Mountaineering,0.007967,2012-06-30
Sales visit,Outdoors,Mountaineering,0.004923520000000001,2012-06-30
Sales visit,Outdoors,Mountaineering,0.00190512,2012-06-30
Sales visit,Outdoors,Mountaineering,0.042187199999999994,2012-06-30
Sales visit,Outdoors,Mountaineering,0.0296961,2012-06-30
Sales visit,Outdoors,Mountaineering,0.01592668,2012-06-30
Sales visit,Outdoors,Mountaineering,0.0168952,2012-06-30
Sales visit,Outdoors,Mountaineering,0.052214000000000003,2012-06-30
Sales visit,Outdoors,Mountaineering,0.0682064,2012-06-30
Sales visit,Outdoors,Personal,0.00663527,2012-06-30
Sales visit,Outdoors,Personal,0.00160784,2012-06-30
Sales visit,Outdoors,Personal,0.047618339999999995,2012-06-30
Sales visit,Outdoors,Personal,0.00634459,2012-06-30
Sales visit,Outdoors,Personal,0.01485132,2012-06-30
Sales visit,Outdoors,Personal,0.011672100000000001,2012-06-30
Sales visit,Outdoors,Personal,0.00244188,2012-06-30
Sales visit,Outdoors,Personal,0.019231520000000002,2012-06-30
Sales visit,Outdoors,Personal,0.01419684,2012-06-30
Web,Department,Camping,0.00906741,2012-06-30
Web,Department,Camping,0.00454734,2012-06-30
Web,Department,Camping,0.01206184,2012-06-30
Web,Department,Camping,0.00188116,2012-06-30
Web,Department,Camping,0.01883698,2012-06-30
Web,Department,Camping,0.024388,2012-06-30
Web,Department,Camping,0.01430928,2012-06-30
Web,Department,Camping,0.00379425,2012-06-30
Web,Department,Camping,0.008962030000000001,2012-06-30
Web,Department,Camping,0.0073143,2012-06-30
Web,Department,Camping,0.04555553,2012-06-30
Web,Department,Camping,0.049923449999999994,2012-06-30
Web,Department,Camping,0.05854972,2012-06-30
Web,Department,Camping,0.01329349,2012-06-30
Web,Department,Camping,0.037174519999999996,2012-06-30
Web,Department,Camping,0.05881828,2012-06-30
Web,Department,Camping,0.028830830000000002,2012-06-30
Web,Department,Camping,0.010769520000000001,2012-06-30
Web,Department,Camping,0.0048620799999999995,2012-06-30
Web,Department,Camping,0.00667828,2012-06-30
Web,Department,Camping,0.0157505,2012-06-30
Web,Department,Camping,0.03764988,2012-06-30
Web,Department,Camping,0.01202925,2012-06-30
Web,Department,Camping,0.03219594,2012-06-30
Web,Department,Camping,0.00292332,2012-06-30
Web,Department,Camping,0.0079,2012-06-30
Web,Department,Camping,0.00535705,2012-06-30
Web,Department,Camping,0.00500704,2012-06-30
Web,Department,Camping,0.00547272,2012-06-30
Web,Department,Camping,0.006296100000000001,2012-06-30
Web,Department,Camping,9.710900000000001e-4,2012-06-30
Web,Department,Camping,0.00501496,2012-06-30
Web,Department,Personal,0.00256014,2012-06-30
Web,Department,Personal,0.00149332,2012-06-30
Web,Department,Personal,0.0027971999999999997,2012-06-30
Web,Department,Personal,0.00431244,2012-06-30
Web,Department,Personal,0.00235504,2012-06-30
Web,Department,Personal,0.072197,2012-06-30
Web,Department,Personal,0.090172,2012-06-30
Web,Department,Personal,0.01254,2012-06-30
Web,Department,Personal,0.0123475,2012-06-30
Web,Department,Personal,0.056796,2012-06-30
Web,Department,Personal,0.0730992,2012-06-30
Web,Department,Personal,0.0058576,2012-06-30
Web,Department,Personal,0.01599,2012-06-30
Web,Department,Personal,0.00820124,2012-06-30
Web,Department,Personal,0.00415224,2012-06-30
Web,Department,Personal,0.0110025,2012-06-30
Web,Department,Personal,0.0052854,2012-06-30
Web,Department,Personal,0.0691189,2012-06-30
Web,Department,Personal,0.07895575,2012-06-30
Web,Department,Personal,0.0135005,2012-06-30
Web,Department,Personal,0.06579935,2012-06-30
Web,Department,Personal,0.050481,2012-06-30
Web,Department,Personal,0.0409945,2012-06-30
Web,Department,Personal,0.0789006,2012-06-30
Web,Department,Personal,0.013284,2012-06-30
Web,Department,Personal,0.045233300000000004,2012-06-30
Web,Department,Personal,0.01638164,2012-06-30
Web,Department,Personal,0.0083896,2012-06-30
Web,Department,Personal,0.01248861,2012-06-30
Web,Department,Personal,0.008135100000000001,2012-06-30
Web,Department,Personal,0.00170088,2012-06-30
Web,Department,Personal,0.003438,2012-06-30
Web,Department,Personal,0.009204209999999999,2012-06-30
Web,Department,Personal,0.00655512,2012-06-30
Web,Department,Personal,0.01767701,2012-06-30
Web,Department,Personal,0.05744,2012-06-30
Web,Department,Personal,0.01374363,2012-06-30
Web,Department,Personal,0.01821518,2012-06-30
Web,Department,Personal,0.004745,2012-06-30
Web,Department,Personal,0.016898,2012-06-30
Web,Department,Personal,0.012615,2012-06-30
Web,Department,Personal,0.018616,2012-06-30
Web,Department,Golf,0.0171955,2012-06-30
Web,Department,Golf,0.007174979999999999,2012-06-30
Web,Department,Golf,0.01663942,2012-06-30
Web,Outdoors,Mountaineering,0.024816,2012-06-30
Web,Outdoors,Mountaineering,0.015485,2012-06-30
Web,Outdoors,Mountaineering,0.04529454,2012-06-30
Web,Outdoors,Mountaineering,0.04119725,2012-06-30
Web,Outdoors,Mountaineering,0.0292152,2012-06-30
Web,Outdoors,Mountaineering,0.016069299999999998,2012-06-30
Web,Outdoors,Mountaineering,0.0388784,2012-06-30
Web,Outdoors,Mountaineering,0.0077055,2012-06-30
Web,Outdoors,Mountaineering,0.0141174,2012-06-30
Web,Outdoors,Mountaineering,0.0191478,2012-06-30
Web,Outdoors,Mountaineering,0.0167713,2012-06-30
Web,Outdoors,Mountaineering,0.00908581,2012-06-30
Web,Outdoors,Mountaineering,0.01593295,2012-06-30
Web,Outdoors,Mountaineering,0.01090064,2012-06-30
Web,Outdoors,Mountaineering,0.004104,2012-06-30
Web,Outdoors,Mountaineering,0.0279744,2012-06-30
Web,Outdoors,Mountaineering,0.01969716,2012-06-30
Web,Outdoors,Mountaineering,0.01064099,2012-06-30
Web,Outdoors,Mountaineering,0.011191600000000001,2012-06-30
Web,Outdoors,Mountaineering,0.0346484,2012-06-30
Web,Outdoors,Mountaineering,0.0451952,2012-06-30
Web,Outdoors,Personal,0.028981,2012-06-30
Web,Outdoors,Personal,0.01694,2012-06-30
Web,Outdoors,Personal,0.0068248,2012-06-30
Web,Outdoors,Personal,0.0063308999999999995,2012-06-30
Web,Outdoors,Personal,0.033708,2012-06-30
Web,Outdoors,Personal,0.0349548,2012-06-30
Web,Outdoors,Personal,0.0069774,2012-06-30
Web,Outdoors,Personal,0.0057375,2012-06-30
Web,Outdoors,Personal,0.026728099999999998,2012-06-30
Web,Outdoors,Personal,0.0337393,2012-06-30
Web,Outdoors,Personal,0.01698645,2012-06-30
Web,Outdoors,Personal,0.0293682,2012-06-30
Web,Outdoors,Personal,0.0352,2012-06-30
Web,Outdoors,Personal,0.0263069,2012-06-30
Web,Outdoors,Personal,0.0562296,2012-06-30
Web,Outdoors,Personal,0.011178,2012-06-30
Web,Outdoors,Personal,0.00707945,2012-06-30
Web,Outdoors,Personal,4.392e-4,2012-06-30
Web,Outdoors,Personal,0.00976,2012-06-30
Web,Outdoors,Personal,3.65e-4,2012-06-30
Web,Outdoors,Personal,0.016184,2012-06-30
Web,Outdoors,Personal,0.00638,2012-06-30
Web,Sports,Camping,0.00643473,2012-06-30
Web,Sports,Camping,0.00690272,2012-06-30
Web,Sports,Camping,0.01507824,2012-06-30
Web,Sports,Camping,0.022924720000000003,2012-06-30
Web,Sports,Camping,0.01612932,2012-06-30
Web,Sports,Camping,0.02154166,2012-06-30
Web,Sports,Camping,0.007909939999999999,2012-06-30
Web,Sports,Camping,0.0040446,2012-06-30
Web,Sports,Camping,0.11233428999999999,2012-06-30
Web,Sports,Camping,0.03487488,2012-06-30
Web,Sports,Camping,0.0017069000000000001,2012-06-30
Web,Sports,Camping,0.02691684,2012-06-30
Web,Sports,Camping,0.04891657,2012-06-30
Web,Sports,Camping,0.00878964,2012-06-30
Web,Sports,Camping,0.0034792800000000004,2012-06-30
Web,Sports,Camping,0.00349396,2012-06-30
Web,Sports,Camping,0.00312949,2012-06-30
Web,Sports,Personal,0.00376376,2012-06-30
Web,Sports,Personal,0.00116508,2012-06-30
Web,Sports,Personal,0.0031968,2012-06-30
Web,Sports,Personal,0.046282,2012-06-30
Web,Sports,Personal,0.041393,2012-06-30
Web,Sports,Personal,0.0077228,2012-06-30
Web,Sports,Personal,0.0056125,2012-06-30
Web,Sports,Personal,0.059748,2012-06-30
Web,Sports,Personal,0.0378494,2012-06-30
Web,Sports,Personal,0.0037656,2012-06-30
Web,Sports,Personal,0.0270847,2012-06-30
Web,Sports,Personal,0.00321568,2012-06-30
Web,Sports,Personal,0.0039468,2012-06-30
Web,Sports,Personal,0.0037302399999999997,2012-06-30
Web,Sports,Personal,7.415e-4,2012-06-30
Web,Sports,Personal,0.018225,2012-06-30
Web,Sports,Personal,0.0037151,2012-06-30
Web,Sports,Personal,0.02657995,2012-06-30
Web,Sports,Personal,0.0491012,2012-06-30
Web,Sports,Personal,0.034255,2012-06-30
Web,Sports,Personal,0.030751849999999997,2012-06-30
Web,Sports,Personal,0.050205,2012-06-30
Web,Sports,Personal,0.0363166,2012-06-30
Web,Sports,Personal,0.036160199999999997,2012-06-30
Web,Sports,Personal,0.038718,2012-06-30
Web,Sports,Personal,0.004949350000000001,2012-06-30
Web,Sports,Personal,0.00350665,2012-06-30
Web,Sports,Personal,0.023402080000000002,2012-06-30
Web,Sports,Personal,0.0027132,2012-06-30
Web,Sports,Personal,0.0048896,2012-06-30
Web,Sports,Personal,0.0221186,2012-06-30
Web,Sports,Personal,0.0069333,2012-06-30
Web,Sports,Personal,0.01952,2012-06-30
Web,Sports,Personal,0.00660642,2012-06-30
Web,Sports,Personal,0.00402265,2012-06-30
Web,Sports,Personal,0.00954651,2012-06-30
Web,Sports,Personal,7.3e-4,2012-06-30
Web,Sports,Personal,0.007616,2012-06-30
Web,Sports,Golf,0.034039980000000004,2012-06-30
Web,Sports,Golf,0.012786,2012-06-30
Web,Sports,Golf,0.038234239999999996,2012-06-30
Web,Sports,Golf,0.022898400000000003,2012-06-30
Web,Sports,Golf,0.02349594,2012-06-30
Web,Sports,Golf,0.01734,2012-06-30
Web,Sports,Golf,0.00592353,2012-06-30
Web,Sports,Golf,0.0031815,2012-06-30
Sales visit,Sports,Camping,0.00470324,2012-06-30
Sales visit,Sports,Camping,0.0035442,2012-06-30
Sales visit,Sports,Camping,0,2012-06-30
Sales visit,Sports,Camping,0,2012-06-30
Sales visit,Sports,Camping,0.00379425,2012-06-30
Sales visit,Sports,Camping,0.003969,2012-06-30
Sales visit,Sports,Camping,0.034422089999999995,2012-06-30
Sales visit,Sports,Camping,0.01627225,2012-06-30
Sales visit,Sports,Camping,0.05912676,2012-06-30
Sales visit,Sports,Camping,0.0019735399999999998,2012-06-30
Sales visit,Sports,Camping,0.027604,2012-06-30
Sales visit,Sports,Camping,0.018423020000000002,2012-06-30
Sales visit,Sports,Camping,0.02247571,2012-06-30
Sales visit,Sports,Camping,0.06825996000000001,2012-06-30
Sales visit,Sports,Camping,0.037998489999999996,2012-06-30
Sales visit,Sports,Camping,0.02857074,2012-06-30
Sales visit,Sports,Camping,0.01191704,2012-06-30
Sales visit,Sports,Camping,6.8425e-4,2012-06-30
Sales visit,Sports,Camping,0.00270848,2012-06-30
Sales visit,Sports,Camping,0.0033647399999999997,2012-06-30
Sales visit,Sports,Camping,7.8225e-4,2012-06-30
Sales visit,Sports,Camping,0.0033702800000000002,2012-06-30
Sales visit,Sports,Camping,0.0026552,2012-06-30
Sales visit,Sports,Camping,0.0088555,2012-06-30
Sales visit,Sports,Camping,0.00601825,2012-06-30
Sales visit,Sports,Personal,0.00229736,2012-06-30
Sales visit,Sports,Personal,0.00468978,2012-06-30
Sales visit,Sports,Personal,0.0034013000000000003,2012-06-30
Sales visit,Sports,Personal,0.0036064,2012-06-30
Sales visit,Sports,Personal,0.0011,2012-06-30
Sales visit,Sports,Personal,0.00114744,2012-06-30
